track_index,dj_play_count,color,artwork,bpm,year,title,tag,artist,rating,album,time,date_added,key,genre
643,0,,,128,2015,Waiting for love,Dance / EDM Main / Top 40/Pop / Progressive / White / Playlisted,Avicii & Martin Garrix ft. John Legend,*****,Nederlandse TOP 40 2015 * WEEK 23 *,3:48,6/16/2015,,Top 40
644,31,,,100.39,2013,Talk dirty,Top 40/Pop / Playlisted,Jason Derulo ft. 2 Chainz,**** ,Nederlandse Top 40 week 2013-34,2:57,8/29/2013,,Top 40
645,28,,,128,2013,Animals,Top 40/Pop / Playlisted,Martin Garrix,     ,Nederlandse Top 40 week 2013-29,2:55,7/22/2013,,Top 40
646,16,,,126,2013,Mi Mi Mi,Top 40/Pop / White / Playlisted,Serebro,**** ,Nederlandse Top 40 week 2013-29,3:12,7/22/2013,,Top 40
647,11,,,128,2013,Wizard,EDM Main / Top 40/Pop / Big Room / Playlisted,Martin Garrix & Jay Hardway,     ,Nederlandse Top 40 week 2013-49,3:37,12/17/2013,11m,Top 40
648,10,,,150,2013,Last Night Ever,Hardstyle / Top 40/Pop / Playlisted,Yellow Claw & Lny Tnz,***  ,Hitzone 67 (CD2),3:29,12/31/2013,,Top40
649,5,,,139.99,0,Zombie nation,Top 40/Pop / Playlisted / RAUW,Kernkraft 400,*****,ID&T TOP 500 Best Dancetracks Ever,3:30,1/15/2013,,
650,5,,,128,2013,Eat Sleep Rave Repeat (Calvin Harris Remix),EDM Main / Top 40/Pop / Big Room / Playlisted,Fatboy Slim & Riva Starr Feat Beardyman,     ,The Official UK Top 40 Singles Chart,4:45,11/13/2013,,Pop
651,7,,,140,2013,Wild for the Night feat. Skrillex,Hip Hop / Top 40/Pop / Playlisted,A$AP Rocky,**** ,Billboard Top 30 R&B Hip-Hop Songs 05-11-2013,3:29,8/25/2013,,hip.hop
652,3,,,122,2013,Counting stars,Fout / Top 40/Pop / Playlisted,Onerepublic,     ,Nederlandse Top 40 week 2013-50,4:16,12/17/2013,,Top 40
653,3,,,140,2013,Molly,Hip Hop / Top 40/Pop / Playlisted,Tyga,     ,Billboard Top 30 R&B Hip-Hop Songs 05-11-2013,3:38,8/25/2013,,Hip-Hop
654,3,,,116,2013,Papaoutai,Dance / Top 40/Pop / White / Playlisted,Stromae,     ,Nederlandse Top 40 week 2013-28,3:51,7/22/2013,,Top 40
655,2,,,130,2013,Get Loose (Tiesto Remix),Top 40/Pop / Playlisted,Showtek & Noisecontrollers,     ,week 30,5:43,8/21/2013,,Top 40
656,6,,,96,2005,Gasolina - Daddy Yankee,Fout / Reggaeton / Top 40/Pop / Playlisted,Nederlandse Top 40 Jaarlijst 2005,     ,Drn,3:12,3/24/2015,8d,R&B
657,4,,,125,2015,Intoxicated,Top 40/Pop / Playlisted,Martin Solveig & GTA,     ,Nederlandse TOP 40 2015 * WEEK 10 *,4:17,4/7/2015,,Top 40
658,2,,,128,2013,Thinking about you,Dance / Top 40/Pop / White / Playlisted,Calvin Harris ft. Ayah Marar,**** ,Nederlandse Top 40 week 2013-34,4:04,8/29/2013,,Top 40
659,4,,,128,2013,Hot hot hot,Fout / Top 40/Pop / Playlisted,Vengaboys,     ,Nederlandse Top 40 week 2013-34,3:31,8/29/2013,,Top 40
660,1,,,95,2013,Outta nowhere,Top 40/Pop / Playlisted,Pitbull ft. Danny Mercer,     ,Nederlandse Top 40 week 2013-32,3:26,8/21/2013,,Top 40
661,1,,,121.01,2013,Finder,House / Top 40/Pop / Deep / Playlisted,Ninetoes,     ,Nederlandse Top 40 week 2013-32,3:26,8/21/2013,,Top 40
662,1,,,100,2015,Stole the show,Top 40/Pop / Playlisted,Kygo ft. Parson James,     ,Nederlandse TOP 40 2015 * WEEK 14 *,3:42,4/7/2015,,Top 40
663,1,,,100,2013,On Top Of The World,Top 40/Pop / Playlisted,Imagine Dragons,     ,week 31,3:09,8/21/2013,,Top 40
664,1,,,128,2013,Echoes,EDM Main / Top 40/Pop / Progressive / Playlisted,"Henrik B, Niklas Gustavsson, Peter Johansson",*****,Nederlandse Top 40 week 2013-32,3:24,8/21/2013,,Top 40
665,1,,,127.49,2013,Pompeii,Top 40/Pop / Playlisted,Bastille,     ,Nederlandse Top 40 week 2013-28,3:34,7/22/2013,,Top 40
666,1,,,140,2013,Feds Watching,Hip Hop / Top 40/Pop / Playlisted,2 Chainz/Pharrell,     ,Billboard Top 25 R&B Hip Hop Songs 07-20-2013,4:10,8/25/2013,,R&B Hip Hop
667,0,,,135,2013,Show N Prove,Top 40/Pop / Playlisted,Zimma Frame,     ,week 31,3:31,8/21/2013,,Top 40
668,0,,,121,2013,Ordinary love,Top 40/Pop / Playlisted,U2,     ,Nederlandse Top 40 week 2013-50,3:41,12/17/2013,,Top 40
669,0,,,140,0,Synaesthesia,Dance / Top 40/Pop / Retro/Oud / Playlisted,Thrillseekers,     ,ID&T TOP 500 Best Dancetracks Ever,8:21,1/15/2013,,
670,0,,,126,2013,Walks like Rihanna,Top 40/Pop / Playlisted,The Wanted,     ,Nederlandse Top 40 week 2013-28,3:23,7/22/2013,,Top 40
671,0,,,140,0,Love Angel,Dance / Top 40/Pop / Retro/Oud / Playlisted,The Gift,     ,ID&T TOP 500 Best Dancetracks Ever,5:28,1/15/2013,,
672,0,,,170,2013,Diamonds,Top 40/Pop / Playlisted,The Boxer Rebellion,     ,Nederlandse Top 40 week 2013-34,4:02,8/29/2013,,Top 40
673,0,,,140,0,Twisted,Dance / Top 40/Pop / Retro/Oud / Playlisted,Svenson & Gielen,     ,ID&T TOP 500 Best Dancetracks Ever,3:04,1/15/2013,,
674,0,,,91.5,2013,Hunter,Top 40/Pop / Playlisted,Sandra van Nieuwland,     ,Nederlandse Top 40 week 2013-33,3:03,8/21/2013,,
675,0,,,140.49,0,No regular,Dance / Top 40/Pop / Retro/Oud / Playlisted,Ricky Fobis,     ,ID&T TOP 500 Best Dancetracks Ever,6:29,1/15/2013,,
676,0,,,140.52,0,Awakening,Dance / Top 40/Pop / Retro/Oud / Playlisted,Rank 1,     ,ID&T TOP 500 Best Dancetracks Ever,6:02,1/15/2013,,
677,0,,,157.06,2013,Shoes of lightning,Top 40/Pop / Playlisted,Racoon,     ,Nederlandse Top 40 week 2013-50,3:38,12/17/2013,,Top 40
678,0,,,98.4,2005,Playas Only (Feat. The Game),Top 40/Pop / Playlisted,R. Kelly,     ,Top 100 R&B,3:51,2/15/2013,,RnB
679,0,,,140,0,Resurrection,Dance / Top 40/Pop / Retro/Oud / Playlisted,PPK,**   ,ID&T TOP 500 Best Dancetracks Ever,8:03,1/15/2013,,
680,0,,,148.15,2013,Best Song Ever,Top 40/Pop / Playlisted,One Direction,     ,week 31,3:22,8/21/2013,,Top 40
681,0,,,140,2012,Must Be The Feeling (Kill The Noise Remix),House / Top 40/Pop / Deep / Playlisted,Nero,     ,Beatport Top 100 April,4:25,2/25/2014,,Electronic
682,0,,,144.09,2013,Close to you,Top 40/Pop / Playlisted,Michael Prins,     ,Nederlandse Top 40 week 2013-32,4:45,8/21/2013,,Top 40
683,0,,,126.06,2013,Samen voor altijd,Top 40/Pop / Playlisted,"Marco & Jada Borsato ft. Willem Hendriks, Lange Frans & D. & J. Ewbank",     ,Nederlandse Top 40 week 2013-49,4:09,12/17/2013,,Nederlands
684,1,,,123,2015,Don't worry,Top 40/Pop / Playlisted,Madcon & Ray Dalton,     ,Nederlandse TOP 40 2015 * WEEK 23 *,3:34,6/16/2015,,Top 40
685,0,,,85,2013,Same Love,Top 40/Pop / Playlisted,Macklemore & Ryan Lewis ft. Mary Lambert,     ,Nederlandse Top 40 week 2013-29,5:20,7/22/2013,,Top 40
686,0,,,85,2013,Royals,Top 40/Pop / Playlisted,Lorde,     ,week 30,3:12,8/21/2013,,Top 40
687,14,,,120,2015,Drank & drugs,Fout / Top 40/Pop / Playlisted / PARTY!!!,Lil' Kleine & Ronnie Flex,*****,Nederlandse TOP 40 2015 * WEEK 24 *,2:24,6/28/2015,,Nederlands
688,0,,,97.5,2013,Do what u want,Fout / Top 40/Pop / Playlisted,Lady Gaga ft. R. Kelly,     ,Nederlandse Top 40 week 2013-49,3:47,12/17/2013,,Top 40
689,0,,,140,2013,Applause,Dance / Top 40/Pop / White / Playlisted,Lady Gaga,**** ,Nederlandse Top 40 week 2013-34,3:31,8/29/2013,,Top 40
690,1,,,90,2013,Roar,Dance / Top 40/Pop / White / Playlisted,Katy Perry,     ,Nederlandse Top 40 week 2013-34,3:42,8/29/2013,,Top 40
691,0,,,140,0,Nighttrain,Dance / Top 40/Pop / Retro/Oud / Playlisted,Kadoc,     ,ID&T TOP 500 Best Dancetracks Ever,3:15,1/15/2013,,
692,0,,,108,2013,Take Back The Night,Top 40/Pop / Playlisted,Justin Timberlake,     ,week 30,5:55,8/21/2013,,Top 40
693,0,,,154,2013,Paper doll,Top 40/Pop / Playlisted,John Mayer,     ,Nederlandse Top 40 week 2013-27,4:15,7/22/2013,,Top 40
694,5,,,114,2015,Want to want me,Dance / Top 40/Pop / Urban / Playlisted,Jason Derulo,**** ,Nederlandse TOP 40 2015 * WEEK 13 *,3:25,4/7/2015,,Top 40
695,0,,,140.03,0,Horizons,Dance / Top 40/Pop / Retro/Oud / Playlisted,James Holden,     ,ID&T TOP 500 Best Dancetracks Ever,9:23,1/15/2013,,
696,0,,,89.4,2005,"Aint It Funny Feat Jlo,caddillac Tah",Top 40/Pop / Playlisted,Ja Rule,     ,Top 100 R&B,3:58,2/15/2013,,RnB
697,0,,,104.99,2013,It's time,Top 40/Pop / Playlisted,Imagine Dragons,     ,Nederlandse Top 40 week 2013-49,3:59,12/17/2013,,Top 40
698,0,,,103,2013,Playing with fire,Top 40/Pop / Playlisted,Haris,     ,Nederlandse Top 40 week 2013-28,3:35,7/22/2013,,Top 40
699,0,,,140.03,0,Baby want to ride,Dance / Top 40/Pop / Retro/Oud / Playlisted,Hani,     ,ID&T TOP 500 Best Dancetracks Ever,3:44,1/15/2013,,
700,0,,,135,2013,Best I ever had,Top 40/Pop / Playlisted,Gavin DeGraw,     ,Nederlandse Top 40 week 2013-27,3:46,7/22/2013,,Top 40
701,2,,,120,2015,Goodbye,Top 40/Pop / Playlisted,Feder ft. Lyse,**** ,Nederlandse TOP 40 2015 * WEEK 14 *,4:51,4/7/2015,,Top 40
702,0,,,85.01,2015,Hungry,Top 40/Pop / Playlisted,Dotan,     ,Nederlandse TOP 40 2015 * WEEK 11 *,3:29,4/7/2015,,Top 40
703,0,,,140.02,0,Suburban Train,Dance / Top 40/Pop / Retro/Oud / Playlisted,DJ Tiesto,     ,ID&T TOP 500 Best Dancetracks Ever,8:24,1/15/2013,,
704,0,,,140,0,Sunlight,Dance / Top 40/Pop / Retro/Oud / Playlisted,DJ Sammy,     ,ID&T TOP 500 Best Dancetracks Ever,4:00,1/15/2013,,
705,0,,,140,0,Free,Dance / Top 40/Pop / Retro/Oud / Playlisted,DJ Quicksilver,     ,ID&T TOP 500 Best Dancetracks Ever,7:21,1/15/2013,,
706,1,,,140.41,0,House of justice,Dance / Top 40/Pop / Retro/Oud / Playlisted,DJ jose & G-spott,     ,ID&T TOP 500 Best Dancetracks Ever,6:04,1/15/2013,,
707,0,,,140,0,Nobody listens to techno,Fout / Dance / Top 40/Pop / Retro/Oud / Playlisted,DJ Isaac,     ,ID&T TOP 500 Best Dancetracks Ever,7:09,1/15/2013,,
708,0,,,140.01,0,Derb,Dance / Top 40/Pop / Retro/Oud / Playlisted,Derb,     ,ID&T TOP 500 Best Dancetracks Ever,7:52,1/15/2013,,
709,0,,,140.78,0,Here's Johnny,Dance / Top 40/Pop / Retro/Oud / Playlisted,Deepack,     ,ID&T TOP 500 Best Dancetracks Ever,6:52,1/15/2013,,
710,0,,,120,2013,Dat gepijpzeik,Fout / Top 40/Pop / Playlisted,De Kraaien,     ,Nederlandse Top 40 week 2013-29,4:22,7/22/2013,,Nederlands
711,0,,,140,2008,Er Is Een Hitje,Dance / Top 40/Pop / Alternative/Indie / Playlisted,De Jeugd Van Tegenwoordig,     ,De Machine,2:17,11/6/2014,,Hip-Hop
712,0,,,140.1,2008,Flap Flap,Dance / Top 40/Pop / Alternative/Indie / Playlisted,De Jeugd Van Tegenwoordig,     ,De Machine,5:31,11/6/2014,,Hip-Hop
713,0,,,140,0,Shine (Let The Light Shine In),Dance / Top 40/Pop / Retro/Oud / Playlisted,Darren Tate & Jono Grant,     ,ID&T TOP 500 Best Dancetracks Ever,7:57,1/15/2013,,
714,0,,,146.4,0,Excuse me,Dance / Top 40/Pop / Retro/Oud / Playlisted,Dana,     ,ID&T TOP 500 Best Dancetracks Ever,8:33,1/15/2013,,
715,0,,,140.01,0,Fire Wire,Dance / Top 40/Pop / Retro/Oud / Playlisted,Cosmic Gate,     ,ID&T TOP 500 Best Dancetracks Ever,9:58,1/15/2013,,
716,0,,,117.98,2013,Safe and sound,Top 40/Pop / Playlisted,Capital Cities,     ,Nederlandse Top 40 week 2013-33,4:31,8/21/2013,,
717,0,,,140,2013,Nothing Is Stopping You,Hip Hop / Top 40/Pop / Playlisted,Big Sean,**   ,Hall of Fame,5:03,3/11/2014,,
718,1,,,126,2015,Teach me,Top 40/Pop / Playlisted,Bakermat,     ,Nederlandse TOP 40 2015 * WEEK 09 *,5:32,4/7/2015,,Top 40
719,0,,,140,2012,Still In This Bitch - (Prod By Mike Will),Hip Hop / Top 40/Pop / Playlisted,B.o.B,     ,Billboard Top 30 R&B Hip-Hop Songs 05-11-2013,4:07,8/25/2013,,Hip-Hop
720,0,,,125,2015,One last time,Top 40/Pop / White / Playlisted,Ariana Grande,***  ,Nederlandse TOP 40 2015 * WEEK 09 *,3:16,4/7/2015,,Top 40
721,0,,,82.5,2013,The way ,Top 40/Pop / Playlisted,Ariana Grande ft. Mac Miller,     ,Nederlandse Top 40 week 2013-14,3:46,4/11/2013,,Top 40
722,0,,,124.82,0,Gruppa,Dance / Top 40/Pop / Retro/Oud / Playlisted,Apollo 440,     ,ID&T TOP 500 Best Dancetracks Ever,6:15,1/15/2013,,
723,0,,,82,0,Ain't talking 'bout dub,Dance / Top 40/Pop / Retro/Oud / Playlisted,Apollo 440,     ,ID&T TOP 500 Best Dancetracks Ever,4:31,1/15/2013,,
724,0,,,89,2013,Lose Ourselves,Top 40/Pop / Playlisted,Alain Clark,     ,week 31,2:52,8/21/2013,,Top 40
725,0,,,130,2015,SummerThing!,EDM Main / Top 40/Pop / Progressive / White / Playlisted,Afrojack feat. Mike Taylor,**** ,SummerThing! - Single,3:55,8/18/2015,,Electro House
726,10,,,90,2015,I need your love,Latin / Reggaeton / Top 40/Pop / Playlisted / Kizomba?,"Shaggy ft. Mohombi, Faydee, Costi",*****,100 meest bekende salsa hits,3:36,9/8/2015,,Top 40
727,0,,,122,2015,Rivers,House / Top 40/Pop / Chill/Tropical (House) / Deep / Playlisted,Thomas Jack,     ,Nederlandse TOP 40 2015 * WEEK 35 *,3:27,9/8/2015,,Top 40
728,13,,,125,2015,What do you mean,Dance / House / Top 40/Pop / Chill/Tropical (House) / White / Playlisted,Justin Bieber,*****,Nederlandse TOP 40 2015 * WEEK 36 *,3:26,9/8/2015,,Top 40
729,31,,,98,2015,Lush life,Hip Hop / Dance / House / Top 40/Pop / Chill/Tropical (House) / Urban / White / Playlisted,Zara Larsson,*****,Nederlandse TOP 40 2015 * WEEK 36 *,3:20,9/8/2015,11m,Top 40
730,0,,,126,2015,Desire,House / Top 40/Pop / Deep / White / Playlisted,Years & Years,***  ,Nederlandse TOP 40 2015 * WEEK 36 *,3:25,9/8/2015,,Top 40
731,1,,,130,2015,Powerful,Future Beats / Hip Hop / Dance / Top 40/Pop / Vocal/Meezinger / White / Playlisted,Major Lazer ft. Ellie Goulding & Tarrus Riley,     ,Nederlandse TOP 40 2015 * WEEK 34 *,3:25,9/8/2015,,Top 40
732,0,,,100,2015,Something beautiful,Dance / Top 40/Pop / White / Playlisted,Sharon Doorson,     ,Nederlandse TOP 40 2015 * WEEK 34 *,3:27,9/8/2015,,Top 40
733,12,,,109.7,2015,"Downtown (feat. Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz)",Funk / Top 40/Pop / White,Macklemore & Ryan Lewis,*****,"Downtown (feat. Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz) - Single",4:52,9/15/2015,,Hip-Hop
734,5,,,124,2015,Easy love,Dance / House / Top 40/Pop / Chill/Tropical (House) / White / Playlisted,Sigala,**** ,Nederlandse TOP 40 2015 * WEEK 37 *,3:47,9/22/2015,,Top 40
735,0,,,79,2015,Take your time,Top 40/Pop / Playlisted,Sam Hunt,     ,Nederlandse TOP 40 2015 * WEEK 37 *,4:02,9/22/2015,,Top 40
736,1,,,120,2015,Shades of grey,Dance / House / Top 40/Pop / Future / White / Playlisted,Oliver Heldens & Shaun Frank ft. Delaney Jane,**** ,Nederlandse TOP 40 2015 * WEEK 37 *,3:23,9/22/2015,,Top 40
737,1,,,94,2015,Locked away,Latin / Reggaeton / Top 40/Pop / Latin/Balkan / Playlisted,R. City ft. Adam Levine,**** ,Nederlandse TOP 40 2015 * WEEK 30 *,3:47,8/18/2015,,Top 40
738,17,,,116.05,2013,Get Lucky (Radio Edit) [feat. Pharrell Williams],Funk / Top 40/Pop / Retro/Oud / White / Playlisted,Daft Punk,     ,Get Lucky (Radio Edit) [feat. Pharrell Williams] - Single,4:07,4/27/2013,,Pop
739,0,,,0,2014,Wrecking ball,Top 40/Pop / Playlisted,Miley Cyrus,     ,Nederlandse Top 40 2014 * week,0:05,8/18/2015,,Top 40
740,1,,,73,2015,G.D.F.R,Top 40/Pop / Playlisted,Flo Rida ft. Sage The Gemini & Lookas,     ,Nederlandse TOP 40 2015 * WEEK 05 *,3:09,8/18/2015,,
741,0,,,128.08,2015,What I did for love,Top 40/Pop / Playlisted,David Guetta ft. Emeli Sandé,     ,Nederlandse TOP 40 2015 * WEEK 05 *,3:26,8/18/2015,,
742,0,,,112.02,2015,The book of love,Top 40/Pop / Playlisted,Gavin James,     ,Nederlandse TOP 40 2015 * WEEK 05 *,3:14,8/18/2015,,
743,0,,,95,2015,Style,Top 40/Pop / Playlisted,Taylor Swift,     ,Nederlandse TOP 40 2015 * WEEK 11 *,3:50,8/18/2015,,Top 40
744,0,,,122,2015,I really like you,Top 40/Pop / Playlisted,Carly Rae Jepsen,     ,Nederlandse TOP 40 2015 * WEEK 13 *,3:24,8/18/2015,,Top 40
745,1,,,109.97,2015,Christine,Top 40/Pop / Playlisted,Christine and the Queens,     ,Nederlandse TOP 40 2015 * WEEK 13 *,3:41,8/18/2015,,Top 40
746,0,,,128,2015,Don't look down,Top 40/Pop / Playlisted,Martin Garrix ft. Usher,     ,Nederlandse TOP 40 2015 * WEEK 14 *,3:43,8/18/2015,,Top 40
747,0,,,120,2015,New day,Top 40/Pop / Playlisted,Anouk,     ,Nederlandse TOP 40 2015 * WEEK 24 *,3:30,8/18/2015,,Top 40
748,0,,,85.01,2015,Terwijl jullie nog bij me zijn,Top 40/Pop / Playlisted,Ali B ft. Ruben Annink,     ,Nederlandse TOP 40 2015 * WEEK 24 *,2:58,8/18/2015,,Nederlands
749,9,,,90,2015,El perdón,Latin / Top 40/Pop / Latin/Balkan / Playlisted,Nicky Jam & Enrique Iglesias,     ,Nederlandse TOP 40 2015 * WEEK 24 *,3:26,8/18/2015,,Top 40
750,5,,,114,2015,Fun,Dance / Top 40/Pop / Urban / Playlisted,Pitbull ft. Chris Brown,***  ,Nederlandse TOP 40 2015 * WEEK 25 *,3:22,8/18/2015,,Top 40
751,1,,,100,2015,Worth it,Hip Hop / Top 40/Pop / Urban / Playlisted,Fifth Harmony ft. Kid Ink,     ,Nederlandse TOP 40 2015 * WEEK 25 *,3:43,8/18/2015,,Top 40
752,16,,,108,2015,Can't feel my face,Funk / Dance / Top 40/Pop / Retro/Oud / White / Playlisted,The Weeknd,*****,Nederlandse TOP 40 2015 * WEEK 26 *,3:34,8/18/2015,,Top 40
753,0,,,108,0,Photograph,Top 40/Pop / Playlisted,Ed Sheeran,     ,Nederlandse TOP 40 2015 * WEEK 26 *,4:16,8/18/2015,,Top 40
754,0,,,109,2015,Come and get it,Top 40/Pop / Playlisted,John Newman,     ,Nederlandse TOP 40 2015 * WEEK 27 *,3:03,8/18/2015,,Top 40
755,0,,,98.94,2015,This summer's gonna hurt like a motherfucker,Dance / Top 40/Pop / Vocal/Meezinger / White / Playlisted,Maroon 5,**** ,Nederlandse TOP 40 2015 * WEEK 27 *,3:44,8/18/2015,,Top 40
756,0,,,124,2015,Holding on,Top 40/Pop / Playlisted,Disclosure ft. Gregory Porter,     ,Nederlandse TOP 40 2015 * WEEK 28 *,5:13,8/18/2015,,Top 40
757,0,,,130.06,2015,Freedom,Top 40/Pop / Playlisted,Pharrell Williams,     ,Nederlandse TOP 40 2015 * WEEK 29 *,2:42,8/18/2015,,Top 40
758,5,,,122,2015,Reality,House / Top 40/Pop / Deep / White / Playlisted,Lost Frequencies ft. Janieck Devy,*****,Nederlandse TOP 40 2015 * WEEK 29 *,2:38,8/18/2015,,Top 40
759,15,,,113,2015,El mismo sol,Top 40/Pop / Playlisted,Alvaro Soler,*****,Nederlandse TOP 40 2015 * WEEK 30 *,3:00,8/18/2015,,Top 40
760,2,,,122,2015,How deep is your love,Top 40/Pop / White / Playlisted,Calvin Harris ft. Disciples,     ,Nederlandse TOP 40 2015 * WEEK 31 *,3:32,8/18/2015,,Top 40
761,1,,,121,2015,Show me love (EDX's Indian summer radio remix),Top 40/Pop / White / Playlisted,Sam Feldt,     ,Nederlandse TOP 40 2015 * WEEK 31 *,3:53,8/18/2015,,Top 40
762,0,,,132,2015,Sun is shining,Dance / EDM Main / Top 40/Pop / Progressive / Vocal/Meezinger / White / Playlisted,Axwell & Ingrosso,**** ,Nederlandse TOP 40 2015 * WEEK 32 *,4:11,8/18/2015,,Top 40
763,2,,,103.96,2015,That's how you know,Top 40/Pop / White / Playlisted,Nico & Vinz ft. Kid Ink & Bebe Rexha,**** ,Nederlandse TOP 40 2015 * WEEK 32 *,3:05,8/18/2015,,Top 40
764,7,,,140,2015,Watch me,Top 40/Pop / Playlisted,Silentó,**** ,Nederlandse TOP 40 2015 * WEEK 32 *,3:02,8/18/2015,,Top 40
765,0,,,138,2015,Drag me down,Top 40/Pop / Playlisted,One Direction,     ,Nederlandse TOP 40 2015 * WEEK 33 *,3:11,8/18/2015,,Top 40
766,0,,,106,2015,Omen,Top 40/Pop / Playlisted,Disclosure ft. Sam Smith,     ,Nederlandse TOP 40 2015 * WEEK 33 *,3:49,8/18/2015,,Top 40
767,0,,,100,2015,Cheyenne,Top 40/Pop / Playlisted,Jason Derulo,     ,Nederlandse TOP 40 2015 * WEEK 33 *,3:35,8/18/2015,,Top 40
768,0,,,0,2013,,Top 40/Pop / Playlisted,"Doe Maar, Postman & Gers Pardo",     ,Nederlandse Top 40 week 2013-0,0:00,8/18/2015,,
769,0,,,0,2013,Need u (100%),Top 40/Pop / Playlisted,Duke Dumont ft. A-M-E,     ,Nederlandse Top 40 week 2013-1,0:05,8/18/2015,,Top 40
770,0,,,0,2013,Burn,Top 40/Pop / Playlisted,Ellie Goulding,     ,Nederlandse Top 40 week 2013-4,0:02,8/18/2015,,Top 40
771,0,,,130,2012,Ik vind je lekker,Fout / Top 40/Pop / Playlisted,De Kraaien,     ,Nederlandse Top 40 week 49 2012,3:30,8/18/2015,9m,Top 40
772,5,,,128,2013,The Code (Radio Edit),Top 40/Pop / Playlisted / Hack Tag,W&W & Ummet Ozcan,     ,The Code (Radio Edit) - Single,2:45,4/24/2013,11m,Dance
773,8,,,128,2013,The Fox,Top 40/Pop / Playlisted / Hack Tag,Ylvis,     ,The Fox - Single,3:33,9/12/2013,,Pop
774,1,,,123,2015,Sugar,Top 40/Pop / Playlisted,Robin Schulz ft. Francesco Yates,     ,Nederlandse TOP 40 2015 * WEEK 40 *,3:39,10/20/2015,Bbm,Top 40
775,0,,,116,2015,Done with it,Top 40/Pop / Playlisted,Kensington,     ,Nederlandse TOP 40 2015 * WEEK 42 *,3:22,10/20/2015,Ab,Top 40
776,1,,,95.93,2015,Demons,Top 40/Pop / Playlisted,James Morrison,     ,Nederlandse TOP 40 2015 * WEEK 40 *,3:17,10/20/2015,C,Top 40
777,0,,,102,2015,My silver lining,Top 40/Pop / Playlisted,First Aid Kit,     ,Nederlandse TOP 40 2015 * WEEK 42 *,3:35,10/20/2015,F#m,Top 40
778,1,,,77.5,2015,On my mind,Top 40/Pop / White / Playlisted,Ellie Gouldin,     ,Nederlandse TOP 40 2015 * WEEK 40 *,3:32,10/20/2015,Gm,Top 40
779,0,,,95.01,2015,Let the river in,Top 40/Pop / Playlisted,Dotan,     ,Nederlandse TOP 40 2015 * WEEK 39 *,3:07,10/20/2015,Em,Top 40
780,0,,,84.95,2015,Dominique,Top 40/Pop / Playlisted,Anouk,     ,Nederlandse TOP 40 2015 * WEEK 39 *,4:21,10/20/2015,C,Nederlands
781,0,,,121,2015,Another lonely night,Top 40/Pop / Playlisted,Adam Lambert,     ,Nederlandse TOP 40 2015 * WEEK 42 *,3:44,10/20/2015,Abm,Top 40
782,0,,,149.99,2015,Stitches,Top 40/Pop / Playlisted,Shawn Mendes,     ,Nederlandse TOP 40 2015 * WEEK 43 *,3:26,11/3/2015,Fm,Top 40
783,0,,,124,2015,Today's the day (Ellen Theme song),Top 40/Pop / Playlisted,P!nk,     ,Nederlandse TOP 40 2015 * WEEK 43 *,3:44,11/3/2015,Gm,Top 40
784,0,,,99.94,2015,Perfect,Top 40/Pop / Playlisted,One Direction,     ,Nederlandse TOP 40 2015 * WEEK 44 *,3:50,11/3/2015,Dm,Top 40
785,0,,,75,2015,Mooi,Top 40/Pop / Playlisted,Marco Borsato,     ,Nederlandse TOP 40 2015 * WEEK 44 *,5:15,11/3/2015,G,Nederlands
786,20,,,100,2015,Sorry,Top 40/Pop / White / Playlisted,Justin Bieber,**** ,Nederlandse TOP 40 2015 * WEEK 44 *,3:20,11/3/2015,,Top 40
787,7,,,135,2015,Hotline bling,Top 40/Pop / Playlisted,Drake,     ,Nederlandse TOP 40 2015 * WEEK 43 *,4:26,11/3/2015,Am,Top 40
788,1,,,110,2015,Marvin Gaye,Fout / Top 40/Pop / White / Playlisted,Charlie Puth ft. Meghan Trainor,     ,Nederlandse TOP 40 2015 * WEEK 44 *,3:10,11/3/2015,E,Top 40
789,0,,,79.01,2015,Hello,Top 40/Pop / Playlisted,Adele,     ,Nederlandse TOP 40 2015 * WEEK 44 *,4:55,11/3/2015,Ab,Top 40
790,0,,,123,2015,Love myself,Top 40/Pop / White / Playlisted,Hailee Steinfeld,     ,Nederlandse TOP 40 2015 * WEEK 45 *,3:38,11/17/2015,Bb,Top 40
791,5,,,100,2015,Focus,Hip Hop / Top 40/Pop / Urban / Playlisted,Ariana Grande,     ,Nederlandse TOP 40 2015 * WEEK 45 *,3:31,11/17/2015,Abm,Top 40
792,6,,,111,2016,Hands To Myself,Moombah / R&B / Dance / Top 40/Pop / Alternative/Indie / White,Selena Gomez,**** ,,3:48,3/15/2016,,Blues
793,2,,,103,2015,Stay (feat. Maty Noyes),House / Top 40/Pop / Chill/Tropical (House) / White,Kygo,**** ,Stay - Single,3:59,3/15/2016,Eb,Tropical House
794,0,,,112,0,"Me, Myself & I Feat. Bebe Rexha",Hip Hop / Top 40/Pop,G-Eazy,**** ,,4:14,3/15/2016,Cm,
795,3,,,118,2015,Sax,Funk / Dance / Top 40/Pop / White,Fleur East,***  ,Sax - Single,3:56,3/15/2016,Em,Pop
796,0,,,109,2015,Something in the way you Move,Dance / Top 40/Pop / White,Ellie Goulding,***  ,Delirium,3:47,3/15/2016,E,Pop
